13/04/2023 18:26,BC anuncia rolagem de US$15 bi em swaps que vencem em junho,"SÃO PAULO (Reuters) - O Banco Central informou que a partir de sexta-feira dará início a leilões diários para a rolagem de 15,0 bilhões de dólares em swaps cambiais tradicionais que expiram no começo de junho, em um total de 299.050 contratos. Como de costume, o BC informou que os lotes ofertados poderão ser alterados a cada dia e que as propostas acatadas podem eventualmente ser inferiores à oferta, a depender das condições de demanda, sem prejuízo do objetivo de rolagem integral do vencimento. No swap cambial tradicional, o título paga ao comprador a variação da taxa de câmbio acrescida de uma taxa de juros. Em troca, o BC recebe a variação da taxa Selic. A operação funciona como uma injeção de dólares no mercado futuro. (Por Fabrício de Castro)"
13/04/2023 17:51,Petróleo cai 1% após atingir máximas de vários meses com alerta de demanda da Opep,"Por Shariq Khan BENGALURU (Reuters) - Os preços do petróleo caíram 1 dólar por barril nesta quinta-feira, com um relatório da Opep alimentando as preocupações com a demanda e os operadores realizando lucros depois que os índices de referência atingiram máximas de vários meses na sessão anterior. O petróleo Brent caiu 1,24 dólar, ou 1,4%, para 86,09 dólares o barril, apenas a segunda vez neste mês que a referência global fechou em queda. O petróleo nos EUA (WTI) caiu 1,10 dólar, ou 1,3%, para fechar a 82,16 dólares o barril. Ambos os índices de referência subiram 2% na quarta-feira, para o nível mais alto em mais de um mês, após o arrefecimento da inflação nos EUA ter estimulado as esperanças de que o Federal Reserve dos EUA pare de aumentar as taxas de juros. A Organização dos Países Exportadores de Petróleo (Opep) sinalizou riscos negativos para a demanda de petróleo no verão no Hemisfério Norte em um relatório mensal nesta quinta-feira, destacando o aumento dos estoques e os desafios para o crescimento global. O relatório esclareceu as razões por trás de um corte surpresa na produção anunciado pela Opep+, que inclui a Rússia e outros aliados da Opep, no início deste mês. ""Em geral, eu diria que vimos aumentos nos estoques de petróleo nesta semana nos países que publicam dados de estoques, então talvez isso seja uma percepção de que o mercado não mudou para um déficit"", disse o analista do UBS Giovanni Staunovo. (Reportagem de Shariq Khan; Reportagem adicional de Rowena Edwards, Yuka Obayashi e Jeslyn Lerh)"
13/04/2023 17:18,Wall St sobe após dados de inflação alimentarem esperanças de pausa em altas de juros do Fed,"Por Stephen Culp NOVA YORK (Reuters) - As ações dos Estados Unidos fecharam em forte alta nesta quinta-feira, depois que dados econômicos mostraram uma inflação em desaceleração e um enfraquecimento do mercado de trabalho, o que alimentou o otimismo de que o Federal Reserve pode estar próximo ao fim de seu ciclo agressivo de alta de juros. Todos os três principais índices de ações dos EUA subiram, com papéis de megacapitalização sensíveis à taxa de juros fornecendo o maior poder de valorização e levando o índice de tecnologia Nasdaq ao seu maior salto percentual em um dia em quase um mês. Segundo dados preliminares, o S&P 500 ganhou 1,33%, para 4.145,91 pontos. O Nasdaq avançou 1,99%, para 12.166,27 pontos. O Dow Jones subiu 1,14%, para 34.029,04 pontos."
13/04/2023 17:15,Colômbia também divulga dados de produção e exportação: NY avança mais de 500 pontos,
13/04/2023 17:12,Dólar recua ante real pelo 3º dia seguido sob influência do exterior,"SÃO PAULO (Reuters) -O dólar à vista emplacou nesta quinta-feira a terceira sessão consecutiva de baixa, influenciado pela busca global de ativos de maior risco, como o real, e pela percepção de que o Brasil segue atrativo para investimentos em função do diferencial de juros. A moeda norte-americana recuou durante todo o dia, acompanhando o exterior, onde o dólar também cedia ante divisas como o peso mexicano, o peso chileno e o dólar canadense, após a divulgação de dados fracos de inflação nos Estados Unidos e de números fortes de exportação na China. O dólar à vista fechou o dia cotado a 4,9275 reais na venda, em baixa de 0,27%. Este é o menor valor de fechamento para a moeda americana desde 9 de junho de 2022. Nas últimas três sessões, o dólar acumulou baixa de 2,73%. Na B3, às 17:14 (de Brasília), o contrato de dólar futuro de primeiro vencimento subia 0,10%, a 4,9385 reais. Pela manhã, o Departamento do Trabalho dos EUA informou que o índice de preços ao produtor para demanda final caiu 0,5% no mês passado. Economistas consultados pela Reuters previam que o índice ficaria inalterado no mês. Já os pedidos iniciais de auxílio-desemprego aumentaram em 11.000, para 239.000, em dado com ajuste sazonal, na semana encerrada em 8 de abril. Economistas consultados pela Reuters previam 232.000 pedidos para a última semana. Os dados fracos nos EUA penalizaram a moeda norte-americana e reforçaram a avaliação de que o Federal Reserve está próximo de encerrar seu ciclo de alta de juros. Por outro lado, os dados da China foram favoráveis. O país asiático reportou alta de 14,8% das exportações em março ante o ano anterior, sendo que economistas previam queda de 7%. Já as importações pela China caíram apenas 1,4%, ante previsão de baixa de 5,0%. “Tivemos indicadores de inflação fracos nos EUA, e isso acabou desvalorizando o dólar lá fora. Então, o dólar trabalha nesta quinta-feira fragilizado ante as divisas de exportadores de commodities”, comentou Jefferson Rugik, diretor da Correparti Corretora. “No Brasil, o que também ajuda é o fluxo contínuo de investimentos”, acrescentou, lembrando que o diferencial de juros entre Brasil e EUA segue atrativo aos estrangeiros. No melhor momento do dia, às 12h45, o dólar chegou a operar abaixo dos 4,90 reais, cotado na mínima de 4,8946 (-0,94%). Durante a tarde, a moeda norte-americana recuperou um pouco do fôlego, com importadores aproveitando as cotações baixas para comprar. Ainda assim, operador ouvido pela Reuters lembrou que as notícias mais recentes, incluindo as relacionadas ao novo arcabouço fiscal, ainda a ser implementado pelo governo, foram positivas, o que faz com que o dólar não tenha motivos para subir ante o real. No exterior, a moeda norte-americana seguia em baixa no fim da tarde. Às 17:14 (de Brasília), o índice do dólar --que mede o desempenho da moeda norte-americana frente a uma cesta de seis divisas-- caía 0,46%, a 101,010. Pela manhã, o Banco Central vendeu todos os 16.000 contratos de swap cambial tradicional ofertados na rolagem dos vencimentos de maio. (Por Fabrício de Castro; edição de Isabel Versiani)"
13/04/2023 17:09,Ibovespa fecha em queda com ajustes após três altas seguidas,"Por Paula Arend Laier SÃO PAULO (Reuters) - O Ibovespa fechou em queda nesta quinta-feira, refletindo ajustes após três altas seguidas, com BRF e Marfrig entre as maiores baixas, enquanto MRV&Co disparou na esteira de prévia operacional com vendas robustas e queima de caixa menor no primeiro trimestre. Índice de referência do mercado acionário brasileiro, o Ibovespa caiu 0,4%, a 106.457,85 pontos. O volume financeiro somou 22,2 bilhões de reais. Até a véspera, o Ibovespa acumulava na semana alta de 6%, refletindo perspectivas relacionadas à taxa Selic, em meio à desaceleração recente do IPCA, bem como algum alívio nas incertezas fiscais após a apresentação da proposta de um novo arcabouço que substituirá a regra do teto dos gastos. De acordo com César Mikail, gestor de renda variável da Western Asset, com o IPCA, divulgado na terça-feira, criou-se a expectativa de que o Banco Central, mantida essa tendência de desaceleração da inflação, tem espaço para reduzir a Selic já no começo do segundo semestre. ""Isso deu um alento."" O noticiário norte-americano tem contribuído com a melhora do apetite a risco que beneficia as ações brasileiras, com moderação na inflação recente e dados mostrando certa acomodação no mercado de trabalho. Esse cenário apoia expectativas de que o fim do ciclo de altas de juro nos Estados Unidos pode estar próximo. O índice de preços ao consumidor nos EUA (CPI, na sigla em inglês), conhecido na quarta-feira, ficou um pouco abaixo do esperado. Em Wall Street, nesta quinta-feira, que contou ainda com dados de preços ao produtor, o S&P 500 subiu mais de 1%. O gestor da Western Asset ainda chamou a atenção para dados na China no começo da semana, de inflação mais fraca. Segundo ele, a leitura ""mostra que aquele país tem mais espaço para estímulos para acelerar a economia"". E essa perspectiva, acrescentou, beneficia preços de commodities e acaba ajudando o Brasil. DESTAQUES - BRF ON cedeu 7,64%, a 6,29 reais, com analistas do Bank of America cortando a recomendação das ações a ""underperform"" e reduzindo o preço-alvo de 9 para 6,3 reais. MARFRIG ON recuou 7,05%, a 6,33 reais. Em outro relatório, o BofA manteve a recomendação ""neutra"" para os papéis, mas o preço-alvo caiu de 9 para 7,6 reais. - VALE ON caiu 1,35%, a 79,51 reais, com o contrato futuro de minério de ferro mais negociado em Dalian, na China, encerrando as negociações diurnas desta quinta-feira com queda de 3,1%, a 769 iuanes (111,89 dólares) a tonelada. - MRV&CO ON disparou 6,56%, a 7,64 reais, após a construtora registrar no primeiro trimestre maior venda para o período na história da empresa, em um desempenho que ajudou a companhia a manter redução de queima de caixa em relação a trimestres anteriores. - TOTVS ON perdeu 6,06%, a 26,68 reais, em meio a preocupações com os impactos da desaceleração da inflação no Brasil, particularmente o IGP-M, mas também o IPCA, na receita da companhia de software, dado o efeito no reajuste dos contratos do sistema ERP da empresa. Até a véspera, a ação subia 3,6% no ano, contra queda de 2,6% do Ibovespa no período. - CCR ON avançou 2,5%, a 13,52 reais, endossada por relatório do UBS BB elevando a recomendação das ações para ""compra"" e subindo o preço-alvo de 14,40 para 16,50 reais. - PETROBRAS PN terminou o dia com acréscimo de 0,7%, a 26,03 reais, apesar da queda dos preços do petróleo no exterior. A companhia também divulgou que concluiu a transferência de sua participação no Polo Norte Capixaba para a Seacrest, em desinvestimento que havia sido assinado em março do ano passado. - ITAÚ UNIBANCO PN fechou estável, a 25,64 reais, enquanto BRADESCO PN teve variação positiva de 0,07%, a 13,81 reais."
13/04/2023 17:06,Pesquisadora traz dados sobre iluminância em granjas de aves e a relação com o bem-estar das aves,
13/04/2023 17:01,Semeadura das pastagens de aveia avança no Rio Grande do Sul,"O período é marcado pelo vazio forrageiro outonal, com o encerramento do ciclo das espécies de verão e o início do desenvolvimento das forrageiras de inverno. Conforme o Informativo Conjuntural produzido e divulgado nesta quinta-feira (13/04) pela Emater/RS-Ascar, a semeadura das pastagens de aveia continua avançando, e aquelas estabelecidas entre o final de fevereiro e início de março receberam adubação em cobertura, onde possível, para estimular o perfilhamento. Espera-se que o comportamento mais precoce da aveia forrageira consiga amenizar os impactos do vazio forrageiro, principalmente no início deste outono, devido ao encerramento antecipado do ciclo das pastagens cultivadas de verão. Na bovinocultura de corte, em razão do final do ciclo das pastagens de verão, e pelo fato de as espécies hibernais ainda estarem sem condições de dar o suporte nutricional necessário aos rebanhos, o período é marcado principalmente pelo ajuste de lotação. Essa operação beneficia os produtores que utilizam a subdivisão e a rotação das áreas de pastejo ou aqueles que podem aproveitar as áreas de estevas das lavouras de soja e arroz para complementação da alimentação dos rebanhos. Na bovinocultura de leite, mesmo com a retomada do crescimento das forragens a campo, a oferta de alimentos e de água em quantidade e qualidade suficientes para a atividade leiteira ainda é limitada em algumas regiões. O custo de produção continua elevado, pois tem sido pouco expressiva a participação das pastagens na dieta das matrizes. As temperaturas mais baixas beneficiam o bem-estar das matrizes, que podem acessar as pastagens sem maiores restrições e, também, consumir maiores quantidades de silagem e feno. CULTURAS DE INVERNO Soja - A área cultivada de soja no Estado é de 6.513.891 hectares. A produtividade atual é estimada em 2.175 kg/ha. Os dias ensolarados e a baixa umidade relativa do ar favoreceram a perda de umidade dos grãos e contribuíram para a finalização de ciclo da oleaginosa. A colheita avançou significativamente, atingindo 32% da área cultivada. Da mesma forma, a área em maturação avançou para 51%, restando 17% em floração e enchimento de grãos. A produtividade permanece muito variável entre as localidades e regiões. Os maus resultados obtidos no momento, principalmente a Oeste, indicam que a produtividade ainda pode ser inferior à estimada, caso não haja compensação produtiva das cultivares de ciclo mais tardio ou de regiões menos afetadas, localizadas a Nordeste e a Leste do Estado. No momento, há uma grande demanda dos produtores por cobertura de seguros agrícolas. Nas duas últimas semanas, a Emater/RS-Ascar recebeu dos agentes financeiros, em média, 300 solicitações por dia para vistorias de Proagro, oriundas principalmente da região Oeste do Estado. Os principais componentes que estão influenciado o rendimento inferior por hectare – todos decorrentes das reduzidas precipitações durante o ciclo da cultura – são: baixo peso dos grãos, menor número de grãos por planta e plantas com tamanho reduzido. Em alguns casos, também já se observa perdas de grãos devido à deiscência de legumes, causada pela maturação desuniforme. Nas lavouras afetadas pela estiagem, há uma proporção elevada de grãos com coloração esverdeada e com tegumento enrugado no produto colhido, mas, mesmo assim, a classificação se encontra dentro do padrão comercial. As lavouras do tarde, que ainda estão na fase de enchimento de grãos, apresentam potencial produtivo maior do que as lavouras da primeira época de plantio (outubro a dezembro), mas apresentam porte aquém do desejado, o que pode interferir na produtividade. Em parte das lavouras, há incidência significativa de doenças de final de ciclo, sendo necessária a aplicação de fungicidas para proteção da área foliar, de maneira que permaneça verde por mais três ou quatro semanas e proporcione adequado enchimento de grãos nas vagens fixadas. Os produtores prosseguiram as pulverizações por meio do uso de herbicidas desfolhadores para a uniformização da maturação, dada a diferença de vagens maduras e verdes nas mesmas plantas. Milho - A colheita está praticamente paralisada, já que os produtores estão dedicados à atividade na soja. O índice ainda está em torno de 80% da área cultivada. Em termos geográficos, a colheita está mais adiantada na Região Norte, onde os índices são próximos a 95%. Já a Leste do Estado, os índices são inferiores a 50%. A produtividade manteve-se em 4.471. kg/ha, representando uma redução de aproximadamente 40% na produção do Estado, em função da estiagem. Milho silagem - A área implantada no Estado é de 357.476 hectares. A produtividade atual é de 23.023 kg/ha, consistindo em redução de 39,18%, projetados no início do cultivo. A colheita permanece em 90% da área cultivada. Arroz - Foi mais um período de intensa evolução na colheita, alcançando 80% do cultivo estadual. A operação está mais adiantada na região da Fronteira Oeste, alcançando 85%, e avançou menos no Vale do Rio Pardo, sendo efetuada em aproximadamente 55% das áreas. As lavouras em maturação são 17%, e apenas 3% estão em enchimento de grãos. As produtividades permaneceram variáveis, conforme a capacidade de manutenção da irrigação durante todo o ciclo produtivo. Momentaneamente, são consideradas muito boas, pois a colheita foi efetuada em lavouras onde não há restrições hídricas, alcançando produções superiores a 10.000 kg/ha. Feijão 1ª safra - A área cultivada em 1ª safra é de 31.449 hectares. A estimativa de produtividade é de 1.576 kg/ha, o que representa um decréscimo de 7,36% em relação à estimativa inicial. A colheita avançou significativamente na região administrativa da Emater/RS-Ascar de Caxias do Sul, alcançando 75% dos cultivos. As lavouras remanescentes estão 33% em processo de maturação e 2% em enchimento de grãos. A produtividade atual na região é estimada em 2.150 kg/ha, mantendo-se próxima à expectativa inicial. Os grãos são de excelente qualidade. Com o avanço da colheita nessa região, a área colhida no Estado totaliza 90%, pois, nas demais regiões administrativas, já foi encerrada. Feijão 2ª safra - Nas lavouras, predominam as fases reprodutivas – floração e enchimento de grãos –, que totalizam 60% da área cultivada. As lavouras em desenvolvimento vegetativo representam 25%; em maturação, 8%; e colhidas, 7%. A produtividade obtida momentaneamente está próxima a 1.400 kg, sendo pouco superior à estimativa inicial. A área destinada ao cultivo é de 20.127 hectares."
13/04/2023 16:47,Scot Consultoria: Quedas nos preços em São Paulo,"Grande parte das indústrias frigoríficas paulistas, que preencheram suas escalas de abate ao longo da semana, estão fora das compras nessa quinta-feira. Compradores em atividade estão ofertando menos R$5,00/@ de boi, menos R$2,00/@ de vaca e menos R$5,00/@ de novilha. A cotação do bovino jovem, o “boi China”, caiu R$5,00/@. Logo, para o boi, a cotação está em R$275,00/@, para a vaca R$252,00/@ e para novilha R$267,00/@, preços brutos e a prazo. A cotação do “boi China” está em R$285,00/@, preço bruto e a prazo. Rio de Janeiro Os preços para o boi, vaca e novilha estão estáveis no comparativo diário. Assim, a cotação para boi está em R$260,00/@, para a vaca R$236,00/@ e para novilha R$238,00/@, preços brutos e a prazo. Santa Catarina A cotação da vaca caiu R$2,00/@. Para boi e novilha os preços estão estáveis no comparativo diário. O boi está cotado em R$285,00/@, a vaca em R$258,00/@ e a novilha em R$280,00/@, preços brutos e a prazo."
13/04/2023 16:40,"Após queda no petróleo, açúcar finaliza sessão desta 5ª feira com ligeiros ganhos na Bolsa de NY",
